"STATION","NAME","DATE","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-10","72","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-11","64","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-12","67","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-13","62","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-14","74","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-15","79","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-16","83","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-17","70","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-18","61","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-19","67","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-20","67","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-21","70","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-22","65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-23","65","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-24","65","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-25","63","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-26","64","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-27","71","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-28","75","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-29","73","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-30","64","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-10-31","63","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-01","66","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-02","66","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-03","71","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-04","65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-05","65","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-06","63","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-07","62","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-08","63","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-09","65","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-10","65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-11","68","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-12","71","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-13","66","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-14","66","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-15","61","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-16","63","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-17","67","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-18","61","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-19","61","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-20","66","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-21","68","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-22","66","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-23","63","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-24","66","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-25","64","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-26","66","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-27","67","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-28","70","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-29","67","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-11-30","66","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-01","70","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-02","62","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-03","56","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-04","58","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-05","58","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-06","55","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-07","60","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-08","56","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-09","57","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-10","57","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-11","56","39"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-12","56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-13","61","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-14","52","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-15","56","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-16","57","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-17","55","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-18","52","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-19","50","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-20","54","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-21","52","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-22","59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-23","59","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-24","55","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-25","55","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-26","52","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-27","52","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-28","49","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-29","51","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-30","53","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2021-12-31","54","41"
